,date,partialPct,demographic_value
543,2021-08-14,0.4325610519724483,Black
542,2021-08-15,0.4334376956793989,Black
541,2021-08-16,0.43418910457107074,Black
540,2021-08-17,0.4353162179085786,Black
539,2021-08-18,0.4368190356919224,Black
538,2021-08-19,0.4379461490294302,Black
537,2021-08-20,0.44032561051972446,Black
536,2021-08-21,0.44057608015028177,Black
535,2021-08-22,0.441577958672511,Black
534,2021-08-23,0.44232936756418284,Black
533,2021-08-24,0.44345648090169065,Black
532,2021-08-25,0.44420788979336256,Black
531,2021-08-26,0.4455854727614277,Black
530,2021-08-27,0.44733876017532875,Black
529,2021-08-28,0.4478396994364433,Black
528,2021-08-29,0.44796493425172196,Black
527,2021-08-30,0.44871634314339387,Black
526,2021-08-31,0.4498434564809017,Black
525,2021-09-01,0.45021916092673764,Black
524,2021-09-02,0.45046963055729494,Black
1047,2020-12-15,0.0,Latino
1046,2020-12-16,0.0,Latino
1045,2020-12-17,0.00017646525780620298,Latino
1044,2020-12-18,0.0006057050740915617,Latino
1043,2020-12-19,0.000944327595827789,Latino
1042,2020-12-20,0.0013020274427322546,Latino
1041,2020-12-21,0.0023703576521535916,Latino
1040,2020-12-22,0.0026851335174295212,Latino
1039,2020-12-23,0.003061910689502225,Latino
